,City,State,Population,Latitude,Longitude,APICode,AdministrativeArea.CountryID,AdministrativeArea.EnglishName,AdministrativeArea.EnglishType,AdministrativeArea.ID,AdministrativeArea.Level,AdministrativeArea.LocalizedName,AdministrativeArea.LocalizedType,Country.EnglishName,Country.ID,Country.LocalizedName,DataSets,EnglishName,GeoPosition.Elevation.Imperial.Unit,GeoPosition.Elevation.Imperial.UnitType,GeoPosition.Elevation.Imperial.Value,GeoPosition.Elevation.Metric.Unit,GeoPosition.Elevation.Metric.UnitType,GeoPosition.Elevation.Metric.Value,GeoPosition.Latitude,GeoPosition.Longitude,IsAlias,Key,LocalizedName,PrimaryPostalCode,Rank,Region.EnglishName,Region.ID,Region.LocalizedName,SupplementalAdminAreas,TimeZone.Code,TimeZone.GmtOffset,TimeZone.IsDaylightSaving,TimeZone.Name,TimeZone.NextOffsetChange,Type,Version
144,Rancho Cucamonga,California,177751,34.1233,-117.564,34.1233%2C-117.564,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Rancho Cucamonga,ft,0,1233,m,5,376,34.106,-117.593,FALSE,337211,Rancho Cucamonga,91730,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Bernardino', 'EnglishName': 'San Bernardino'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
145,Santa Rosa,California,177586,38.4468,-122.706,38.4468%2C-122.706,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Santa Rosa,ft,0,160,m,5,49,38.44,-122.714,FALSE,327139,Santa Rosa,95401,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Sonoma', 'EnglishName': 'Sonoma'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
146,Oceanside,California,176080,33.2245,-117.306,33.2245%2C-117.306,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Oceanside,ft,0,59,m,5,18,33.196,-117.38,FALSE,337180,Oceanside,92054,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Diego', 'EnglishName': 'San Diego'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
147,Salem,Oregon,173442,44.9237,-123.023,44.9237%2C-123.023,US,Oregon,State,OR,1,Oregon,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Salem,ft,0,62,m,5,19,44.943,-123.035,FALSE,330144,Salem,97301,41,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Marion', 'EnglishName': 'Marion'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
148,Elk Grove,California,172886,38.4146,-121.385,38.4146%2C-121.385,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Elk Grove,ft,0,75,m,5,23,38.409,-121.372,FALSE,332116,Elk Grove,95624,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Sacramento', 'EnglishName': 'Sacramento'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
149,Garden Grove,California,172646,33.7788,-117.96,33.7788%2C-117.96,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Garden Grove,ft,0,85,m,5,26,33.774,-117.941,FALSE,332132,Garden Grove,92843,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Orange', 'EnglishName': 'Orange'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
150,Pembroke Pines,Florida,172374,26.021,-80.3404,26.021%2C-80.3404,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Pembroke Pines,ft,0,13,m,5,4,26.003,-80.224,FALSE,337606,Pembroke Pines,33023,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Broward', 'EnglishName': 'Broward'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
151,Peoria,Arizona,172259,33.7862,-112.308,33.7862%2C-112.308,US,Arizona,State,AZ,1,Arizona,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Peoria,ft,0,1138,m,5,347,33.581,-112.237,FALSE,336845,Peoria,85345,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Maricopa', 'EnglishName': 'Maricopa'}]",MST,-7,FALSE,America/Phoenix,,City,1
152,Eugene,Oregon,171245,44.0567,-123.116,44.0567%2C-123.116,US,Oregon,State,OR,1,Oregon,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Eugene,ft,0,534,m,5,163,44.052,-123.087,FALSE,330145,Eugene,97401,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Lane', 'EnglishName': 'Lane'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
153,Corona,California,168819,33.862,-117.565,33.862%2C-117.565,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Corona,ft,0,678,m,5,207,33.875,-117.566,FALSE,332088,Corona,92879,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Riverside', 'EnglishName': 'Riverside'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
154,Cary,North Carolina,168160,35.7809,-78.8133,35.7809%2C-78.8133,US,North Carolina,State,NC,1,North Carolina,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Cary,ft,0,492,m,5,150,35.792,-78.781,FALSE,334877,Cary,27513,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Wake', 'EnglishName': 'Wake'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
155,Springfield,Missouri,168122,37.1942,-93.2913,37.1942%2C-93.2913,US,Missouri,State,MO,1,Missouri,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Springfield,ft,0,1292,m,5,394,37.215,-93.298,FALSE,329438,Springfield,65806,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Greene', 'EnglishName': 'Greene'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
156,Fort Collins,Colorado,167830,40.5482,-105.064,40.5482%2C-105.064,US,Colorado,State,CO,1,Colorado,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Fort Collins,ft,0,5057,m,5,1541,40.585,-105.084,FALSE,327348,Fort Collins,80521,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Larimer', 'EnglishName': 'Larimer'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
157,Jackson,Mississippi,164422,32.3158,-90.2128,32.3158%2C-90.2128,US,Mississippi,State,MS,1,Mississippi,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Jackson,ft,0,282,m,5,86,32.299,-90.185,FALSE,329432,Jackson,39201,41,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Hinds', 'EnglishName': 'Hinds'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
158,Alexandria,Virginia,160530,38.8201,-77.0841,38.8201%2C-77.0841,US,Virginia,State,VA,1,Virginia,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Alexandria,ft,0,59,m,5,18,38.805,-77.047,FALSE,331249,Alexandria,22314,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Alexandria', 'EnglishName': 'Alexandria'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
159,Hayward,California,159620,37.6287,-122.102,37.6287%2C-122.102,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Hayward,ft,0,150,m,5,46,37.669,-122.081,FALSE,332149,Hayward,94544,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Alameda', 'EnglishName': 'Alameda'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
160,Lancaster,California,159053,34.6936,-118.175,34.6936%2C-118.175,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lancaster,ft,0,2345,m,5,715,34.698,-118.137,FALSE,331964,Lancaster,93534,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
161,Lakewood,Colorado,156798,39.6989,-105.117,39.6989%2C-105.117,US,Colorado,State,CO,1,Colorado,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lakewood,ft,0,5559,m,5,1694,39.705,-105.081,FALSE,337428,Lakewood,80226,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Jefferson', 'EnglishName': 'Jefferson'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
162,Clarksville,Tennessee,156794,36.5664,-87.3452,36.5664%2C-87.3452,US,Tennessee,State,TN,1,Tennessee,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Clarksville,ft,0,357,m,5,109,36.53,-87.359,FALSE,331081,Clarksville,37040,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Montgomery', 'EnglishName': 'Montgomery'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
163,Palmdale,California,156667,34.591,-118.105,34.591%2C-118.105,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Palmdale,ft,0,2646,m,5,807,34.579,-118.116,FALSE,337190,Palmdale,93550,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
164,Salinas,California,156259,36.6902,-121.633,36.6902%2C-121.633,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Salinas,ft,0,49,m,5,15,36.678,-121.656,FALSE,327135,Salinas,93901,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Monterey', 'EnglishName': 'Monterey'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
165,Springfield,Massachusetts,155032,42.1155,-72.54,42.1155%2C-72.54,US,Massachusetts,State,MA,1,Massachusetts,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Springfield,ft,0,78,m,5,24,42.101,-72.59,FALSE,329324,Springfield,1103,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Hampden', 'EnglishName': 'Hampden'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
166,Hollywood,Florida,154823,26.031,-80.1646,26.031%2C-80.1646,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Hollywood,ft,0,9,m,5,3,26.011,-80.149,FALSE,332286,Hollywood,33020,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Broward', 'EnglishName': 'Broward'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
167,Pasadena,Texas,153219,29.6586,-95.1506,29.6586%2C-95.1506,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Pasadena,ft,0,26,m,5,8,29.691,-95.209,FALSE,340962,Pasadena,77506,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Harris', 'EnglishName': 'Harris'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
168,Sunnyvale,California,153185,37.3858,-122.026,37.3858%2C-122.026,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Sunnyvale,ft,0,127,m,5,39,37.369,-122.036,FALSE,331979,Sunnyvale,94087,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Santa Clara', 'EnglishName': 'Santa Clara'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
169,Macon,Georgia,153095,32.8088,-83.6942,32.8088%2C-83.6942,US,Georgia,State,GA,1,Georgia,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Macon,ft,0,400,m,5,122,32.841,-83.632,FALSE,328223,Macon,31201,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Bibb', 'EnglishName': 'Bibb'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
170,Kansas City,Kansas,152958,39.1225,-94.7418,39.1225%2C-94.7418,US,Kansas,State,KS,1,Kansas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Kansas City,ft,0,875,m,5,267,39.114,-94.627,FALSE,348425,Kansas City,66101,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Wyandotte', 'EnglishName': 'Wyandotte'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
171,Pomona,California,152361,34.0585,-117.761,34.0585%2C-117.761,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Pomona,ft,0,836,m,5,255,34.055,-117.752,FALSE,331974,Pomona,91766,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
172,Escondido,California,152213,33.1331,-117.074,33.1331%2C-117.074,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Escondido,ft,0,629,m,5,192,33.119,-117.086,FALSE,327158,Escondido,92025,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Diego', 'EnglishName': 'San Diego'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
173,Killeen,Texas,149103,31.0777,-97.732,31.0777%2C-97.732,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Killeen,ft,0,852,m,5,260,31.117,-97.728,FALSE,335729,Killeen,76541,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Bell', 'EnglishName': 'Bell'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
174,Naperville,Illinois,148304,41.7492,-88.162,41.7492%2C-88.162,US,Illinois,State,IL,1,Illinois,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Naperville,ft,0,718,m,5,219,41.786,-88.147,FALSE,332669,Naperville,60563,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'DuPage', 'EnglishName': 'DuPage'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
175,Joliet,Illinois,148099,41.5177,-88.1488,41.5177%2C-88.1488,US,Illinois,State,IL,1,Illinois,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Joliet,ft,0,544,m,5,166,41.525,-88.082,FALSE,328758,Joliet,60432,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Will', 'EnglishName': 'Will'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
176,Bellevue,Washington,147599,47.5979,-122.156,47.5979%2C-122.156,US,Washington,State,WA,1,Washington,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Bellevue,ft,0,183,m,5,56,47.61,-122.201,FALSE,331424,Bellevue,98004,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'King', 'EnglishName': 'King'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
177,Rockford,Illinois,146526,42.2588,-89.0646,42.2588%2C-89.0646,US,Illinois,State,IL,1,Illinois,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Rockford,ft,0,715,m,5,218,42.271,-89.094,FALSE,328767,Rockford,61101,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Winnebago', 'EnglishName': 'Winnebago'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
178,Savannah,Georgia,145862,32.0025,-81.1536,32.0025%2C-81.1536,US,Georgia,State,GA,1,Georgia,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Savannah,ft,0,6,m,5,2,32.084,-81.1,FALSE,446,Savannah,31401,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Chatham', 'EnglishName': 'Chatham'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
179,Paterson,New Jersey,145627,40.9148,-74.1628,40.9148%2C-74.1628,US,New Jersey,State,NJ,1,New Jersey,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Paterson,ft,0,75,m,5,23,40.917,-74.172,FALSE,329550,Paterson,7505,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Passaic', 'EnglishName': 'Passaic'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
180,Torrance,California,145182,33.835,-118.341,33.835%2C-118.341,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Torrance,ft,0,98,m,5,30,33.836,-118.341,FALSE,337276,Torrance,90503,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
181,Bridgeport,Connecticut,144900,41.1874,-73.1958,41.1874%2C-73.1958,US,Connecticut,State,CT,1,Connecticut,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Bridgeport,ft,0,65,m,5,20,41.167,-73.205,FALSE,327355,Bridgeport,6605,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Fairfield', 'EnglishName': 'Fairfield'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
